"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"018006","Badia Pavese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",360,,
"029004","Badia Polesine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10097,,
"051003","Badia Tedalda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1035,,
"079008","Badolato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2897,,
"082006","Bagheria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",53409,,
"039002","Bagnacavallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16619,,
"080007","Bagnara Calabra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9698,,
"039003","Bagnara di Romagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2425,,
"030008","Bagnaria Arsa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3436,,
"004008","Bagnasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1019,,
"016018","Bagnatica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4358,,
"046002","Bagni di Lucca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5801,,
"040001","Bagno di Romagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5783,,
"094003","Bagnoli del Trigno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",678,,
"028008","Bagnoli di Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3417,,
"064009","Bagnoli Irpino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3103,,
"075008","Bagnolo del Salento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1808,,
"029005","Bagnolo di Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1203,,
"035002","Bagnolo in Piano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9683,,
"017009","Bagnolo Mella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12456,,
"020003","Bagnolo San Vito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5744,,
"017010","Bagolino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3818,,
"003106","Novara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",103287,,
"004078","Cuneo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",56311,,
"005005","Asti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",75051,,
"006003","Alessandria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",92876,,
"096004","Biella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",44208,,
"103072","Verbania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",30293,,
"007003","Aosta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",33916,,
"012133","Varese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",80724,,
"013075","Como","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",85543,,
"014061","Sondrio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21477,,
"015146","Milano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1406242,,
"016024","Bergamo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",120783,,
"017029","Brescia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",196340,,
"018110","Pavia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",71882,,
"019036","Cremona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",72399,,
"020030","Mantova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",48835,,
"097042","Lecco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",48058,,
"098031","Lodi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",44928,,
"108033","Monza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",124840,,
"021008","Bolzano/Bozen","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",107843,,
"022205","Trento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",120641,,
"060038","Frosinone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",44831,,
"070006","Campobasso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",48337,,
"064008","Avellino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",53346,,
"074001","Brindisi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",84465,,
"076063","Potenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",66393,,
"079023","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",87397,,
"101010","Crotone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",61005,,
"081021","Trapani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",65841,,
"082053","Palermo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",647422,,
"083048","Messina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",227424,,
"084001","Agrigento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",57592,,
"085004","Caltanissetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",60294,,
"086009","Enna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",26368,,
"087015","Catania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",296266,,
"088009","Ragusa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",71438,,
"089017","Siracusa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",119056,,
"090064","Sassari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",125273,,
"091051","Nuoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",34996,,
"092009","Cagliari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",151005,,
"095038","Oristano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",30708,,
"028001","Abano Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19827,,
"098001","Abbadia Cerreto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",275,,
"097001","Abbadia Lariana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3200,,
"052001","Abbadia San Salvatore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6239,,
"095001","Abbasanta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2599,,
"068001","Abbateggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",363,,
"015002","Abbiategrasso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",32568,,
"076001","Abriola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1369,,
"088001","Acate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10898,,
"071001","Accadia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2253,,
"004001","Acceglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",158,,
"077001","Accettura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1722,,
"066001","Acciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",310,,
"057001","Accumoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",576,,
"076002","Acerenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2263,,
"065001","Acerno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2607,,
"063001","Acerra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",59004,,
"087001","Aci Bonaccorsi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3521,,
"087002","Aci Castello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17662,,
"087003","Aci Catena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",27784,,
"087005","Aci Sant'Antonio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17828,,
"087004","Acireale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",51176,,
"060001","Acquafondata","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",264,,
"078001","Acquaformosa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1057,,
"017001","Acquafredda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1504,,
"041001","Acqualagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4321,,
"019001","Acquanegra Cremonese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1153,,
"020001","Acquanegra sul Chiese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2817,,
"056001","Acquapendente","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5369,,
"078002","Acquappesa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1765,,
"102001","Acquaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1987,,
"044001","Acquasanta Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2646,,
"055001","Acquasparta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4570,,
"070001","Acquaviva Collecroce","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",605,,
"072001","Acquaviva delle Fonti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",20189,,
"094001","Acquaviva d'Isernia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",399,,
"044002","Acquaviva Picena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3705,,
"085001","Acquaviva Platani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",911,,
"083107","Acquedolci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5520,,
"006001","Acqui Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19845,,
"078003","Acri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19937,,
"060002","Acuto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1871,,
"072002","Adelfia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16659,,
"087006","Adrano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",34007,,
"016001","Adrara San Martino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2185,,
"016002","Adrara San Rocco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",809,,
"029001","Adria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19015,,
"017002","Adro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7195,,
"023001","Affi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2365,,
"058001","Affile","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1464,,
"063002","Afragola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",62808,,
"080001","Africo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2911,,
"033001","Agazzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1999,,
"063003","Agerola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7691,,
"086001","Agira","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7916,,
"047002","Agliana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",18100,,
"005001","Agliano Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1578,,
"001001","Agliè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2621,,
"028002","Agna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3227,,
"019002","Agnadello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3885,,
"080002","Agnana Calabra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",496,,
"094002","Agnone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4966,,
"017003","Agnosine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1671,,
"025001","Agordo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4093,,
"058002","Agosta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1717,,
"012001","Agra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",395,,
"108001","Agrate Brianza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15244,,
"003001","Agrate Conturbia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1563,,
"065002","Agropoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21749,,
"042001","Agugliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4810,,
