Anno,Tipo variazione,Codice Regione,Codice Unità territoriale sovracomunale,Codice Comune formato alfanumerico,Denominazione Comune,Codice Regione associato alla variazione,Codice Unità territoriale sovracomunale associato alla variazione,Codice del Comune associato alla variazione o nuovo codice Istat del Comune ,Denominazione Comune associata alla variazione o nuova denominazione,Provvedimento e Documento,Contenuto del provvedimento,Data decorrenza validità amministrativa,Flag_note
1992,AP,1,3,3092,Masera,1,103,103042,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3094,Massiola,1,103,103043,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3096,Mergozzo,1,103,103044,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3099,Miazzina,1,103,103045,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3101,Montecrestese,1,103,103046,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3102,Montescheno,1,103,103047,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3105,Nonio,1,103,103048,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3107,Oggebbio,1,103,103049,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3110,Omegna,1,103,103050,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3111,Ornavasso,1,103,103051,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3113,Pallanzeno,1,103,103052,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3117,Piedimulera,1,103,103053,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3118,Pieve Vergonte,1,103,103054,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3123,Premeno,1,103,103055,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3124,Premia,1,103,103056,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3125,Premosello-Chiovenda,1,103,103057,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3126,Quarna Sopra,1,103,103058,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3127,Quarna Sotto,1,103,103059,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3128,Re,1,103,103060,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3132,San Bernardino Verbano,1,103,103061,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3136,Santa Maria Maggiore,1,103,103062,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3137,Seppiana,1,103,103063,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3142,Stresa,1,103,103064,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3145,Toceno,1,103,103065,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3147,Trarego Viggiona,1,103,103066,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3148,Trasquera,1,103,103067,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3150,Trontano,1,103,103068,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3151,Valstrona,1,103,103069,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3152,Vanzone con San Carlo,1,103,103070,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3155,Varzo,1,103,103071,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3156,Verbania,1,103,103072,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3160,Viganella,1,103,103073,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3161,Vignone,1,103,103074,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3162,Villadossola,1,103,103075,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3163,Villette,1,103,103076,,Decreto Legislativo 30 aprile 92,,,
1992,AP,1,3,3165,Vogogna,1,103,103077,,Decreto Legislativo 30 aprile 92,,,
1992,AP,3,13,13001,Abbadia Lariana,3,97,97001,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13002,Airuno,3,97,97002,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13008,Annone di Brianza,3,97,97003,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13014,Ballabio,3,97,97004,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13016,Barzago,3,97,97005,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13017,Barzanò,3,97,97006,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13018,Barzio,3,97,97007,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13020,Bellano,3,97,97008,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13027,Bosisio Parini,3,97,97009,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13031,Brivio,3,97,97010,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13033,Bulciago,3,97,97011,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13039,Calco,3,97,97012,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13049,Casargo,3,97,97015,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13051,Casatenovo,3,97,97016,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13054,Cassago Brianza,3,97,97017,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13056,Cassina Valsassina,3,97,97018,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13057,Castello di Brianza,3,97,97019,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13066,Cernusco Lombardone,3,97,97020,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13067,Cesana Brianza,3,97,97021,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13069,Civate,3,97,97022,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13072,Colico,3,97,97023,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13073,Colle Brianza,3,97,97024,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13078,Cortenova,3,97,97025,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13079,Costa Masnaga,3,97,97026,,Decreto Legislativo 6 marzo 1992,,,
1992,AP,3,13,13080,Crandola Valsassina,3,97,97027,,Decreto Legislativo 6 marzo 1992,,,
